,country,year,status,life_expectancy,alcohol,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,_thinness_1_19_years
1753,Morocco,2010,Developing,72.8,0.56,98.0,633.0,53.6,99.0,5.86,99.0,0.1,2834.2472,3249639.0,6.3
1754,Morocco,2009,Developing,72.3,0.62,98.0,834.0,52.7,99.0,5.67,99.0,0.1,2861.5545,31989897.0,6.4
1755,Morocco,2008,Developing,71.8,0.51,97.0,1455.0,51.7,99.0,5.41,99.0,0.1,2884.94776,31596855.0,6.4
1756,Morocco,2007,Developing,71.4,0.56,95.0,2248.0,5.8,95.0,5.48,95.0,0.1,2494.353552,31225881.0,6.4
1757,Morocco,2006,Developing,71.0,0.58,95.0,1217.0,49.9,97.0,5.23,97.0,0.1,2191.478567,3869346.0,6.4
1759,Morocco,2004,Developing,72.0,0.56,95.0,6399.0,48.2,97.0,5.22,97.0,0.1,1948.812275,3179285.0,6.5
1760,Morocco,2003,Developing,69.9,0.58,9.0,10841.0,47.3,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6
1761,Morocco,2002,Developing,69.5,0.46,92.0,6000.0,46.5,94.0,5.31,94.0,0.1,1413.757176,29512368.0,6.6
1762,Morocco,2001,Developing,69.0,0.46,84.0,2724.0,45.7,93.0,4.44,96.0,0.1,1336.775376,29181832.0,6.7
1763,Morocco,2000,Developing,68.6,0.45,43.0,7368.0,44.8,95.0,4.18,95.0,0.1,1332.382358,28849621.0,6.7
1765,Mozambique,2014,Developing,56.7,0.01,79.0,9.0,22.2,79.0,6.98,79.0,4.1,623.2871141,27212382.0,3.6
1766,Mozambique,2013,Developing,55.3,1.16,78.0,8.0,21.8,78.0,5.9,78.0,5.1,65.985681,26434372.0,3.6
1767,Mozambique,2012,Developing,54.8,1.19,76.0,145.0,21.3,73.0,5.58,76.0,6.9,566.513873,2567666.0,3.6
1768,Mozambique,2011,Developing,54.3,0.94,76.0,177.0,2.9,73.0,6.23,76.0,9.6,526.5313517,249395.0,3.7
1769,Mozambique,2010,Developing,54.0,0.96,74.0,2321.0,2.5,73.0,5.38,74.0,10.8,419.2258149,2422145.0,3.7
1770,Mozambique,2009,Developing,53.8,1.18,74.0,60.0,2.1,74.0,5.43,74.0,11.3,463.852618,2352463.0,3.7
1771,Mozambique,2008,Developing,53.2,1.48,75.0,4.0,19.7,74.0,4.91,75.0,12.6,53.127719,22846758.0,3.7
1772,Mozambique,2007,Developing,52.1,1.03,75.0,267.0,19.3,75.0,5.25,75.0,14.1,422.1461573,22188387.0,3.8
1773,Mozambique,2006,Developing,51.2,1.2,75.0,183.0,18.9,73.0,6.51,78.0,16.3,385.7567141,21547463.0,3.8
1774,Mozambique,2005,Developing,58.0,1.23,75.0,12598.0,18.5,71.0,6.87,8.0,16.2,369.1545359,29237.0,3.9
1775,Mozambique,2004,Developing,54.0,1.54,76.0,9396.0,18.1,69.0,5.91,83.0,15.9,336.3318145,231275.0,3.9
1776,Mozambique,2003,Developing,51.0,1.68,76.0,28898.0,17.7,67.0,6.39,85.0,15.3,283.8911588,19716598.0,4.0
1777,Mozambique,2002,Developing,49.8,2.16,76.0,7155.0,17.3,76.0,6.45,76.0,14.5,262.884551,19139658.0,4.0
1778,Mozambique,2001,Developing,49.5,2.09,25.0,7085.0,16.9,72.0,5.64,73.0,13.4,256.4414872,18588758.0,4.1
1781,Myanmar,2014,Developing,66.4,0.01,88.0,122.0,22.9,88.0,2.28,88.0,0.3,1262.893782,51924182.0,12.9
1782,Myanmar,2013,Developing,66.2,0.7,75.0,1010.0,22.1,76.0,2.16,75.0,0.4,1168.83947,51448196.0,12.9
1783,Myanmar,2012,Developing,65.9,0.55,58.0,2175.0,21.3,87.0,2.22,84.0,0.5,1171.58257,5986514.0,13.0
1784,Myanmar,2011,Developing,65.6,0.33,4.0,2046.0,2.5,9.0,1.87,84.0,0.5,1186.423937,555331.0,13.0
1785,Myanmar,2010,Developing,65.4,0.3,92.0,190.0,19.8,9.0,1.92,9.0,0.5,987.7365832,5155896.0,13.1
1786,Myanmar,2009,Developing,65.2,0.28,91.0,329.0,19.1,9.0,2.5,9.0,0.6,741.777116,49869.0,13.1
1787,Myanmar,2008,Developing,59.2,0.3,85.0,333.0,18.3,85.0,1.87,85.0,0.6,643.951373,49479752.0,13.2
1788,Myanmar,2007,Developing,64.5,0.26,85.0,1088.0,17.6,84.0,1.68,86.0,0.6,41.451,49171586.0,13.2
1789,Myanmar,2006,Developing,64.2,0.28,75.0,760.0,17.0,82.0,1.78,82.0,0.6,296.97284,48846474.0,13.2
1790,Myanmar,2005,Developing,63.9,0.28,62.0,314.0,16.4,86.0,1.83,73.0,0.5,247.24276,48482614.0,13.2
1791,Myanmar,2004,Developing,63.5,0.44,39.0,1329.0,15.7,92.0,1.97,82.0,0.5,219.8156688,487377.0,13.3
1792,Myanmar,2003,Developing,63.2,0.4,8.0,830.0,15.2,86.0,1.97,78.0,0.5,219.782326,47624894.0,13.3
1814,Nepal,2014,Developing,69.6,0.01,92.0,1279.0,18.5,92.0,5.8,92.0,0.1,76.2386977,28323241.0,15.9
1815,Nepal,2013,Developing,69.3,0.27,92.0,1861.0,18.0,92.0,5.69,92.0,0.1,688.6172788,2798531.0,16.1
1816,Nepal,2012,Developing,68.9,0.26,9.0,3362.0,17.4,9.0,5.89,9.0,0.2,681.7925868,27649925.0,16.3
1817,Nepal,2011,Developing,68.4,0.27,92.0,2359.0,16.9,92.0,6.73,92.0,0.2,692.1166842,27327147.0,16.5
1818,Nepal,2010,Developing,68.0,0.24,82.0,190.0,16.4,83.0,6.43,82.0,0.2,592.1835216,2723137.0,16.7
1819,Nepal,2009,Developing,67.5,0.22,89.0,189.0,15.9,93.0,6.41,89.0,0.2,48.7299,2674113.0,16.9
1820,Nepal,2008,Developing,67.0,0.21,82.0,2089.0,15.4,82.0,6.44,82.0,0.2,473.844449,26475859.0,17.0
1821,Nepal,2007,Developing,66.6,0.2,82.0,1415.0,14.9,82.0,5.84,82.0,0.2,393.8843518,26214847.0,17.2
1822,Nepal,2006,Developing,66.0,0.2,69.0,2838.0,14.4,91.0,5.7,89.0,0.2,348.6314534,2594618.0,17.4
1823,Nepal,2005,Developing,65.4,0.2,41.0,5023.0,13.9,78.0,5.72,75.0,0.2,317.89198,2564287.0,17.6
1824,Nepal,2004,Developing,64.7,0.21,27.0,12074.0,13.4,8.0,5.82,8.0,0.2,287.4156,2539449.0,17.8
1825,Nepal,2003,Developing,64.3,0.2,2.0,13344.0,12.9,76.0,5.48,78.0,0.1,253.72412,2495623.0,18.0
1894,Nigeria,2014,Developing,53.6,0.01,49.0,6855.0,24.7,49.0,3.67,49.0,3.9,3221.678128,1764652.0,1.1
1895,Nigeria,2013,Developing,53.2,8.3,46.0,52852.0,24.1,46.0,3.7,46.0,3.9,2996.96432,17182933.0,1.4
1896,Nigeria,2012,Developing,52.7,8.54,42.0,6447.0,23.5,42.0,3.3,42.0,4.4,2755.297787,167297284.0,1.7
1897,Nigeria,2011,Developing,52.3,8.75,46.0,18843.0,22.8,48.0,3.69,48.0,4.7,2527.9423,16287776.0,11.0
1898,Nigeria,2010,Developing,52.0,8.9,49.0,8491.0,22.2,54.0,3.47,54.0,4.8,2327.3267,158578261.0,11.3
1899,Nigeria,2009,Developing,51.6,9.05,63.0,1272.0,21.6,66.0,4.24,63.0,4.9,197.661422,15442181.0,11.7
1900,Nigeria,2008,Developing,59.0,9.3,41.0,9960.0,21.0,6.0,4.0,53.0,5.0,1383.893354,1534739.0,12.0
1901,Nigeria,2007,Developing,55.0,9.55,42.0,2613.0,2.4,54.0,4.47,42.0,5.2,1136.829645,14641724.0,12.3
1902,Nigeria,2006,Developing,49.8,9.66,27.0,704.0,19.9,46.0,3.66,4.0,5.3,119.743286,14261494.0,12.6
1903,Nigeria,2005,Developing,49.2,9.71,18.0,110927.0,19.3,45.0,4.11,36.0,5.4,87.8938738,138939478.0,12.9
1943,Pakistan,2014,Developing,66.2,0.01,72.0,1370.0,24.7,72.0,2.61,72.0,0.1,1316.98966,185546257.0,19.4
1944,Pakistan,2013,Developing,66.0,0.04,72.0,8749.0,23.9,72.0,2.7,72.0,0.1,1272.44161,181712595.0,19.6
1945,Pakistan,2012,Developing,65.7,0.04,72.0,8046.0,23.2,72.0,2.76,72.0,0.1,1261.28967,177911533.0,19.8
1946,Pakistan,2011,Developing,65.5,0.04,74.0,4386.0,22.5,75.0,3.1,74.0,0.1,1226.215314,174184265.0,2.0
1947,Pakistan,2010,Developing,65.1,0.04,82.0,4321.0,21.9,82.0,3.2,82.0,0.1,14.142268,1756182.0,2.2
1948,Pakistan,2009,Developing,64.8,0.03,78.0,863.0,21.3,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5
1949,Pakistan,2008,Developing,64.6,0.03,65.0,1129.0,2.6,7.0,3.26,62.0,0.1,139.31288,16364463.0,2.7
1950,Pakistan,2007,Developing,64.4,0.03,75.0,2801.0,2.1,75.0,3.35,75.0,0.1,95.4327931,16332974.0,2.8
1951,Pakistan,2006,Developing,64.2,0.03,78.0,7641.0,19.5,77.0,3.4,78.0,0.1,873.772727,15793993.0,21.0
1952,Pakistan,2005,Developing,62.9,0.04,7.0,2981.0,18.9,78.0,2.91,77.0,0.1,711.4699463,15399667.0,21.2
1953,Pakistan,2004,Developing,63.7,0.01,65.0,4248.0,18.4,65.0,2.56,65.0,0.1,649.848233,15783.0,21.4
1954,Pakistan,2003,Developing,63.5,0.01,63.0,4740.0,17.9,69.0,2.61,67.0,0.1,563.594342,1477341.0,21.6
2024,Philippines,2014,Developing,68.4,4.52,67.0,58848.0,24.8,77.0,4.71,67.0,0.1,2842.938353,112249.0,1.0
2025,Philippines,2013,Developing,68.1,4.61,89.0,2920.0,24.3,84.0,4.56,89.0,0.1,276.289146,9848132.0,1.0
2026,Philippines,2012,Developing,68.1,5.02,88.0,1536.0,23.7,88.0,4.46,88.0,0.1,2581.818554,96866642.0,1.0
2027,Philippines,2011,Developing,68.0,4.96,87.0,6538.0,23.1,87.0,4.29,87.0,0.1,2352.518156,9527794.0,1.0
2028,Philippines,2010,Developing,67.9,4.85,77.0,6368.0,22.6,78.0,4.37,79.0,0.1,2129.499242,93726624.0,1.0
2029,Philippines,2009,Developing,68.0,4.42,85.0,1469.0,22.1,86.0,4.41,87.0,0.1,1825.341521,9222879.0,1.0
2030,Philippines,2008,Developing,67.5,4.21,88.0,341.0,21.6,91.0,4.5,91.0,0.1,1919.466195,9751864.0,1.0
2031,Philippines,2007,Developing,67.5,4.19,87.0,530.0,21.1,87.0,3.94,87.0,0.1,1672.685433,8929349.0,1.0
2032,Philippines,2006,Developing,67.3,4.08,77.0,9.0,2.6,88.0,3.95,88.0,0.1,1391.772325,8789419.0,1.0
2033,Philippines,2005,Developing,67.0,4.22,49.0,118.0,2.1,9.0,3.91,89.0,0.1,1194.697155,86274237.0,1.0
2034,Philippines,2004,Developing,67.3,4.45,48.0,3025.0,19.6,85.0,3.23,88.0,0.1,179.3715,84678493.0,1.0
2035,Philippines,2003,Developing,67.2,4.44,52.0,10511.0,19.2,85.0,3.25,84.0,0.1,11.553196,8331954.0,1.0
2036,Philippines,2002,Developing,66.8,4.42,42.0,7003.0,18.7,77.0,2.79,79.0,0.1,1.68135,813526.0,1.0
2037,Philippines,2001,Developing,66.8,4.54,45.0,7360.0,18.3,76.0,3.0,79.0,0.1,957.287441,79665315.0,1.0
2038,Philippines,2000,Developing,66.8,4.73,7.0,7120.0,17.8,74.0,3.21,78.0,0.1,138.91977,77991569.0,1.0
2041,Poland,2013,Developed,77.1,11.63,96.0,84.0,6.4,95.0,6.4,99.0,0.1,1378.54911,384196.0,2.0
2042,Poland,2012,Developed,76.8,10.81,97.0,71.0,59.7,95.0,6.62,99.0,0.1,13145.1484,3863164.0,2.0
2044,Poland,2010,Developed,76.3,10.59,98.0,13.0,58.4,96.0,6.88,99.0,0.1,12599.52486,3842794.0,2.1
2045,Poland,2009,Developed,75.7,10.7,98.0,115.0,57.8,96.0,7.12,99.0,0.1,11527.59323,3815163.0,2.1
2047,Poland,2007,Developed,75.3,10.9,98.0,40.0,56.6,99.0,6.28,99.0,0.1,1126.31852,381256.0,2.2
2048,Poland,2006,Developed,75.2,10.4,98.0,120.0,56.0,99.0,6.17,99.0,0.1,94.7726,38141267.0,2.3
2049,Poland,2005,Developed,75.0,9.5,98.0,13.0,55.5,99.0,6.2,99.0,0.1,821.251569,38165445.0,2.3
2050,Poland,2004,Developed,74.9,9.19,98.0,11.0,55.0,99.0,6.19,99.0,0.1,6681.178818,38182222.0,2.4
2051,Poland,2003,Developed,74.7,9.06,97.0,48.0,54.5,98.0,6.22,99.0,0.1,5693.52416,382457.0,2.4
2052,Poland,2002,Developed,74.5,8.02,98.0,34.0,54.0,98.0,6.32,99.0,0.1,5196.932921,3823364.0,2.5
2053,Poland,2001,Developed,74.2,7.74,95.0,133.0,53.6,98.0,5.86,98.0,0.1,4981.198619,3824876.0,2.5
2054,Poland,2000,Developed,73.7,8.4,99.0,77.0,53.1,98.0,5.5,98.0,0.1,4492.72764,38258629.0,2.5
2057,Portugal,2013,Developed,86.0,10.0,98.0,1.0,6.2,98.0,9.55,98.0,0.1,21618.73534,1457295.0,0.7
2058,Portugal,2012,Developed,83.0,11.96,98.0,23.0,59.5,98.0,9.74,98.0,0.1,2577.4264,1514844.0,0.7
2059,Portugal,2011,Developed,82.0,11.92,97.0,2.0,58.8,97.0,1.7,97.0,0.1,23196.18375,155756.0,0.7
2060,Portugal,2010,Developed,79.6,12.25,97.0,5.0,58.1,97.0,1.44,98.0,0.1,22538.6548,15731.0,0.7
2061,Portugal,2009,Developed,79.3,12.03,96.0,3.0,57.3,96.0,1.42,96.0,0.1,2363.97161,1568247.0,0.7
2062,Portugal,2008,Developed,79.0,12.35,97.0,1.0,56.5,97.0,9.9,97.0,0.1,24815.6884,1558177.0,0.7
2065,Portugal,2005,Developed,77.7,13.33,94.0,7.0,54.1,93.0,9.98,93.0,0.1,18784.9485,15333.0,0.7
2066,Portugal,2004,Developed,78.0,13.45,94.0,5.0,53.3,95.0,9.84,95.0,0.1,1845.5881,1483861.0,0.7
2067,Portugal,2003,Developed,77.3,14.21,94.0,8.0,52.5,96.0,9.54,99.0,0.1,15772.7334,1458821.0,0.7
2068,Portugal,2002,Developed,77.2,12.0,82.0,8.0,51.7,96.0,9.15,98.0,0.1,12882.28897,1419631.0,0.8
2070,Portugal,2000,Developed,76.6,11.89,58.0,45.0,5.1,96.0,9.14,96.0,0.1,1152.39681,1289898.0,0.8
2120,Romania,2014,Developed,74.8,0.01,94.0,59.0,59.9,94.0,5.57,94.0,0.1,12.27733,1998979.0,2.6
2121,Romania,2013,Developed,74.6,9.59,96.0,1159.0,59.2,88.0,5.6,92.0,0.1,9585.266593,19983693.0,2.7
2122,Romania,2012,Developed,74.4,9.58,96.0,7450.0,58.4,92.0,5.48,91.0,0.1,8558.39766,25835.0,2.8
2123,Romania,2011,Developed,74.3,9.1,96.0,4189.0,57.7,89.0,5.53,89.0,0.1,92.277825,2147528.0,2.9
2124,Romania,2010,Developed,73.4,9.0,98.0,193.0,56.9,94.0,5.83,94.0,0.1,8297.483621,2246871.0,3.0
2125,Romania,2009,Developed,73.1,10.4,95.0,8.0,56.3,95.0,5.56,95.0,0.1,822.18329,2367487.0,3.0
2126,Romania,2008,Developed,73.1,11.9,97.0,12.0,55.6,95.0,5.33,96.0,0.1,1136.47356,2537875.0,3.1
2127,Romania,2007,Developed,72.9,10.6,99.0,353.0,55.0,96.0,5.21,96.0,0.1,8214.185378,2882982.0,3.2
2128,Romania,2006,Developed,72.5,8.51,99.0,3196.0,54.4,97.0,5.6,97.0,0.1,5828.745662,2119376.0,3.2
2129,Romania,2005,Developed,71.9,7.68,98.0,5043.0,53.9,97.0,5.47,97.0,0.1,4676.315183,21319685.0,3.3
2130,Romania,2004,Developed,71.7,9.82,99.0,117.0,53.4,97.0,5.43,97.0,0.1,3552.92452,21451748.0,3.4
2131,Romania,2003,Developed,71.1,8.78,98.0,9.0,52.9,97.0,5.3,97.0,0.1,2774.95586,21574326.0,3.5
2132,Romania,2002,Developed,77.0,9.62,99.0,14.0,52.4,98.0,4.57,98.0,0.1,2124.873613,2173496.0,3.7
2133,Romania,2001,Developed,78.0,9.78,98.0,10.0,51.9,99.0,4.36,99.0,0.1,1839.72945,2213197.0,3.8
2134,Romania,2000,Developed,77.0,10.16,98.0,35.0,51.4,99.0,4.33,99.0,0.1,1668.162731,22442971.0,4.0
2136,Russian Federation,2014,Developing,73.0,10.12,97.0,4711.0,59.9,97.0,7.7,97.0,0.1,14125.961,143819666.0,2.3
2137,Russian Federation,2013,Developing,70.0,10.58,97.0,2339.0,59.3,98.0,7.9,97.0,0.2,15543.67653,14356911.0,2.3
2138,Russian Federation,2012,Developing,69.6,10.99,97.0,2123.0,58.7,98.0,6.88,97.0,0.3,15154.45687,14321676.0,2.3
2139,Russian Federation,2011,Developing,69.4,11.04,97.0,629.0,58.1,97.0,6.61,97.0,0.3,14212.687,14296868.0,2.3
2140,Russian Federation,2010,Developing,68.4,11.05,97.0,129.0,57.5,98.0,6.83,97.0,0.2,1674.98771,142849449.0,2.3
2141,Russian Federation,2009,Developing,68.2,11.21,98.0,101.0,57.0,98.0,7.44,98.0,0.3,8562.89598,142785342.0,2.3
2142,Russian Federation,2008,Developing,67.5,12.04,98.0,27.0,56.6,98.0,6.22,98.0,0.3,11635.2637,14274235.0,2.3
2143,Russian Federation,2007,Developing,67.3,12.19,98.0,173.0,56.1,98.0,5.38,98.0,0.3,911.25385,1428588.0,2.4
2144,Russian Federation,2006,Developing,66.4,11.79,98.0,1147.0,55.7,98.0,5.3,98.0,0.3,692.194398,14349528.0,2.4
2145,Russian Federation,2005,Developing,65.0,11.57,97.0,454.0,55.3,98.0,5.21,98.0,0.3,5323.473877,143518523.0,2.4
2146,Russian Federation,2004,Developing,64.9,11.5,96.0,2444.0,55.0,98.0,5.19,97.0,0.3,412.372294,1446754.0,2.5
2147,Russian Federation,2003,Developing,64.6,11.32,94.0,3291.0,54.7,97.0,5.61,96.0,0.4,2975.132778,144648257.0,2.6
2148,Russian Federation,2002,Developing,64.8,10.87,81.0,580.0,54.5,97.0,5.99,97.0,0.3,2375.5944,1453646.0,2.7
2149,Russian Federation,2001,Developing,65.1,10.47,43.0,2072.0,54.2,97.0,5.67,96.0,0.3,21.362386,14597683.0,2.8
2152,Rwanda,2014,Developing,65.7,0.01,98.0,10.0,2.8,98.0,7.53,98.0,0.4,76.5699517,11345357.0,5.8
2153,Rwanda,2013,Developing,65.2,0.01,98.0,17.0,2.1,98.0,7.69,98.0,0.5,688.8768557,1165151.0,5.9
2154,Rwanda,2012,Developing,64.6,0.01,98.0,75.0,19.5,98.0,7.68,98.0,0.7,678.796973,1788853.0,6.1
2155,Rwanda,2011,Developing,63.8,8.34,97.0,31.0,18.9,93.0,7.71,97.0,1.3,617.317648,151671.0,6.3
2156,Rwanda,2010,Developing,62.8,7.92,97.0,121.0,18.3,93.0,7.91,97.0,2.3,563.491487,1246842.0,6.5
2157,Rwanda,2009,Developing,61.0,7.11,97.0,5.0,17.7,93.0,7.2,97.0,2.8,539.1538211,9977446.0,6.6
2158,Rwanda,2008,Developing,68.0,6.39,97.0,6.0,17.1,97.0,7.66,97.0,3.7,5.6687264,978169.0,6.7
2159,Rwanda,2007,Developing,59.6,6.78,97.0,26.0,16.5,98.0,8.49,97.0,5.0,44.853339,944742.0,6.8
2160,Rwanda,2006,Developing,57.6,6.88,99.0,494.0,15.9,99.0,1.2,99.0,6.2,342.3656294,92658.0,6.8
2161,Rwanda,2005,Developing,55.3,7.01,95.0,129.0,15.4,95.0,6.83,95.0,7.1,287.931877,8991735.0,6.8
2162,Rwanda,2004,Developing,53.4,6.75,89.0,386.0,14.9,89.0,6.24,89.0,7.7,236.9114381,8818438.0,6.9
2163,Rwanda,2003,Developing,52.0,6.66,96.0,1064.0,14.5,96.0,6.34,96.0,8.1,212.6619491,868346.0,7.0
2164,Rwanda,2002,Developing,57.0,7.82,88.0,2738.0,14.1,85.0,4.18,88.0,8.0,196.59778,853625.0,7.2
2250,Senegal,2014,Developing,66.4,0.26,89.0,32.0,23.8,85.0,4.66,89.0,0.3,152.443873,14546111.0,9.7
2251,Senegal,2013,Developing,66.0,0.26,92.0,17.0,23.2,89.0,4.51,92.0,0.3,148.912351,141232.0,9.9
2252,Senegal,2012,Developing,65.6,0.28,91.0,46.0,22.7,83.0,4.31,91.0,0.4,136.4518,1373513.0,1.0
2253,Senegal,2011,Developing,64.9,0.32,92.0,18.0,22.2,89.0,4.42,92.0,0.4,18.25321,13391.0,1.2
2254,Senegal,2010,Developing,64.3,0.28,89.0,428.0,21.7,76.0,4.62,89.0,0.4,11.631377,12916229.0,1.4
2255,Senegal,2009,Developing,63.5,0.3,86.0,999.0,21.2,83.0,4.81,86.0,0.5,12.566464,1255917.0,1.6
2256,Senegal,2008,Developing,62.8,0.28,88.0,6.0,2.8,87.0,4.94,88.0,0.6,11.33678,1223957.0,1.8
2257,Senegal,2007,Developing,62.1,0.32,94.0,11.0,2.3,93.0,4.72,94.0,0.7,95.3978522,11873557.0,11.0
2258,Senegal,2006,Developing,61.3,0.34,89.0,3.0,19.9,89.0,5.44,89.0,0.7,89.838296,11556763.0,11.2
2260,Senegal,2004,Developing,59.7,0.35,54.0,31.0,19.1,87.0,5.68,87.0,0.7,733.581811,1955944.0,11.6
2266,Serbia,2014,Developing,75.4,9.09,92.0,37.0,59.4,93.0,1.37,93.0,0.1,62.173221,713576.0,2.1
2267,Serbia,2013,Developing,75.3,9.16,91.0,1.0,58.9,97.0,1.12,95.0,0.1,6353.826383,7164132.0,2.1
2269,Serbia,2011,Developing,74.6,9.56,94.0,370.0,57.7,94.0,9.72,94.0,0.1,6423.291783,723499.0,2.2
2270,Serbia,2010,Developing,74.4,9.65,89.0,20.0,57.0,91.0,1.9,91.0,0.1,5411.87744,7291436.0,2.2
2271,Serbia,2009,Developing,74.1,9.85,93.0,1.0,56.4,97.0,9.9,95.0,0.1,5821.35397,73287.0,2.3
2272,Serbia,2008,Developing,74.0,9.54,93.0,2.0,55.8,95.0,1.5,95.0,0.1,671.773913,735222.0,2.3
2273,Serbia,2007,Developing,73.8,9.3,99.0,201.0,55.1,93.0,1.2,94.0,0.1,5458.121718,7381579.0,2.4
2274,Serbia,2006,Developing,73.6,8.58,93.0,2.0,54.5,97.0,8.99,92.0,0.1,4129.758741,7411569.0,2.5
2275,Serbia,2005,Developing,73.0,9.6,65.0,2.0,53.9,98.0,8.7,98.0,0.1,3528.1318,744769.0,2.5
2276,Serbia,2004,Developing,73.0,7.42,89.0,11.0,53.3,96.0,8.24,88.0,0.1,3331.228766,7463157.0,2.6
2394,South Africa,2014,Developing,62.0,7.38,8.0,66.0,5.3,77.0,8.8,77.0,3.7,6479.625659,54146734.74,4.9
2395,South Africa,2013,Developing,69.0,7.34,7.0,25.0,49.5,73.0,8.78,73.0,4.5,6876.953821,53311955.61,5.4
2396,South Africa,2012,Developing,59.2,7.38,68.0,32.0,48.7,65.0,8.79,65.0,7.6,7548.163698,5256515.8,6.0
2397,South Africa,2011,Developing,58.9,7.38,76.0,92.0,47.9,69.0,8.61,69.0,8.5,849.954224,51729345.36,6.6
2398,South Africa,2010,Developing,58.0,7.28,71.0,12499.0,47.2,72.0,8.5,72.0,11.0,7362.76139,5979432.36,7.3
2399,South Africa,2009,Developing,56.5,7.6,74.0,5857.0,46.4,75.0,8.39,76.0,19.0,5888.6284,5255813.11,8.1
2400,South Africa,2008,Developing,55.3,8.19,76.0,39.0,45.7,77.0,7.75,79.0,23.5,5786.59972,49557573.3,8.9
2401,South Africa,2007,Developing,54.5,8.48,83.0,31.0,45.0,79.0,7.53,82.0,26.4,6125.39984,48883844.99,9.7
2402,South Africa,2006,Developing,54.0,8.5,83.0,81.0,44.3,79.0,7.57,82.0,28.1,5631.73485,4823384.48,1.6
2403,South Africa,2005,Developing,53.8,8.69,79.0,615.0,43.6,75.0,7.77,79.0,29.5,5414.634326,476667.24,11.6
2404,South Africa,2004,Developing,53.7,6.96,76.0,830.0,42.9,73.0,7.93,74.0,29.7,4863.51688,4717.99,12.6
2405,South Africa,2003,Developing,54.0,6.93,71.0,244.0,42.2,7.0,8.26,69.0,28.9,3775.68275,46418193.9,13.5
2406,South Africa,2002,Developing,54.9,7.04,72.0,1043.0,41.6,7.0,8.9,7.0,26.6,2518.398261,45855482.88,14.5
2407,South Africa,2001,Developing,56.0,7.38,72.0,1166.0,4.9,71.0,8.31,71.0,24.0,2681.781,45312937.0,15.4
2408,South Africa,2000,Developing,57.3,7.3,73.0,1459.0,4.1,71.0,8.7,73.0,21.3,337.2253,44896856.0,16.3
2426,Spain,2014,Developed,82.6,0.01,96.0,154.0,66.0,97.0,9.3,97.0,0.1,296.47225,4648882.0,0.6
2427,Spain,2013,Developed,82.4,9.25,95.0,131.0,65.4,96.0,9.1,96.0,0.1,2921.9342,466245.0,0.6
2428,Spain,2012,Developed,82.0,9.35,96.0,1204.0,64.8,97.0,9.39,97.0,0.1,28562.29324,4677355.0,0.6
2429,Spain,2011,Developed,82.1,9.62,97.0,3802.0,64.1,97.0,9.48,97.0,0.1,31834.21816,46742697.0,0.6
2430,Spain,2010,Developed,81.9,9.78,97.0,302.0,63.5,97.0,9.56,97.0,0.1,3736.228,46576897.0,0.6
2431,Spain,2009,Developed,81.6,9.99,96.0,41.0,62.9,96.0,9.52,96.0,0.1,32333.4661,46362946.0,0.6
2432,Spain,2008,Developed,81.3,10.24,97.0,297.0,62.3,97.0,8.8,97.0,0.1,35578.73619,4595416.0,0.6
2433,Spain,2007,Developed,89.0,11.05,96.0,267.0,61.7,96.0,8.36,96.0,0.1,3279.414,4522683.0,0.6
2434,Spain,2006,Developed,88.0,11.86,97.0,362.0,61.1,98.0,8.23,98.0,0.1,28482.6948,44397319.0,0.6
2435,Spain,2005,Developed,81.0,11.92,96.0,22.0,6.5,96.0,8.12,96.0,0.1,2651.71745,43653155.0,0.6
2436,Spain,2004,Developed,81.0,11.96,97.0,26.0,59.9,97.0,8.5,97.0,0.1,24918.64584,42921895.0,0.6
2437,Spain,2003,Developed,79.4,12.09,81.0,256.0,59.3,99.0,7.99,98.0,0.1,21495.7741,42187645.0,0.6
2438,Spain,2002,Developed,79.5,12.26,82.0,67.0,58.8,98.0,7.25,98.0,0.1,1719.53541,41431558.0,0.6
2440,Spain,2000,Developed,79.1,11.12,77.0,152.0,57.6,95.0,7.21,95.0,0.1,14676.769,4567864.0,0.6
2442,Sri Lanka,2014,Developing,74.7,2.37,99.0,1686.0,22.7,99.0,3.5,99.0,0.1,382.54994,2771.0,15.2
2443,Sri Lanka,2013,Developing,74.6,2.56,99.0,2107.0,21.9,99.0,3.68,99.0,0.1,361.289374,2585.0,15.2
2444,Sri Lanka,2012,Developing,74.5,2.8,99.0,51.0,21.2,99.0,3.21,99.0,0.1,335.521375,2425.0,15.3
2445,Sri Lanka,2011,Developing,74.5,3.03,99.0,60.0,2.5,99.0,3.28,99.0,0.1,322.992615,2271.0,15.3
2446,Sri Lanka,2010,Developing,74.5,2.31,99.0,79.0,19.8,99.0,3.43,99.0,0.1,2819.511161,2119.0,15.3
2447,Sri Lanka,2009,Developing,71.8,2.05,97.0,21.0,19.2,97.0,3.37,97.0,0.1,216.681584,19968.0,15.3
2448,Sri Lanka,2008,Developing,72.3,2.1,98.0,33.0,18.5,98.0,3.44,98.0,0.1,254.489192,19817.0,15.4
2449,Sri Lanka,2007,Developing,73.7,2.29,98.0,44.0,17.9,98.0,3.76,98.0,0.1,1644.816372,19668.0,15.4
